rosbagTimestamp,data
1618862772328018664,-0.3
1618862772328071070,-0.3
1618862774529618948,-0.3
1618862774766806785,-0.3
1618862775015799524,-0.3
1618862775242600122,-0.3
1618862775459421332,-0.3
1618862775682942607,-0.3
1618862775912667378,-0.3
1618862776144119954,-0.3
1618862776363020173,-0.298301668838
1618862776585826140,-0.313477878459
1618862776693307223,-0.304659710266
1618862776803695839,-0.257030900568
1618862776900846553,-0.239380939864
1618862777002438186,-0.234776333906
1618862777104342482,-0.197894937359
1618862777205129236,-0.163389617577
1618862777307727635,-0.120279265568
1618862777415097633,-0.0900672832504
1618862777518745160,-0.0395043259487
1618862777618774286,0.00630484055728
1618862777726514281,-0.0410890979692
1618862777828603140,-0.0146669698879
1618862777929188948,0.0539179164916
1618862778029866019,-0.0035966867581
1618862778134692504,0.0358929811046
1618862778237725921,0.0169175481424
1618862778337875852,0.0184692414477
1618862778440405261,0.018786560744
1618862778540979450,-0.00114973820746
1618862778643652272,0.00976673234254
1618862778746246050,0.055479564704
1618862778847403736,0.0795793300495
1618862778949697711,0.00789113063365
1618862779051435427,-0.0119281504303
1618862779152187696,0.018983588554
1618862779255521602,0.0665887519717
1618862779360186242,0.0595272034407
1618862779464470365,-0.0299105579033
1618862779568215374,-0.00230843946338
1618862779670347495,0.0232534734532
1618862779774296006,0.0433047497645
1618862779876472069,-0.00861896947026
1618862779978035252,-0.00312647782266
1618862780079930842,0.0342281106859
1618862780182323620,0.00754812639207
1618862780287617202,0.0286911698058
1618862780387628567,0.00012144073844
1618862780488160451,0.034336855635
1618862780589059850,0.0235776668414
1618862780690708886,0.0400383295491
1618862780791225718,0.00943137798458
1618862780894672650,0.0330989724025
1618862780998046520,0.0116507699713
1618862781099576731,-0.0225151395425
1618862781200571660,0.00316531211138
1618862781305913139,-0.0142184151337
1618862781408970829,0.0360553301871
1618862781510012083,0.0379113759845
1618862781611921134,0.0185843678191
1618862781711537394,0.0331933675334
1618862781813287401,0.0386935817078
1618862781918410091,0.0778848296031
