rosbagTimestamp,data
1618859577735011978,-0.3
1618859577735030697,-0.3
1618859577953412878,-0.3
1618859578177842360,-0.3
1618859578397631605,-0.3
1618859578644596313,-0.3
1618859578871518934,-0.3
1618859579093465286,-0.3
1618859579335015650,-0.3
1618859579585245689,-0.3
1618859579812541133,-0.3
1618859580041076138,-0.3
1618859580145249889,-0.3
1618859580250507901,-0.3
1618859580351140048,-0.3
1618859580453272258,-0.3
1618859580555397530,-0.3
1618859580658426603,-0.3
1618859580762292883,-0.3
1618859580863638806,-0.3
1618859580965928942,-0.3
1618859581067424448,-0.3
1618859581169950978,-0.3
1618859581275135457,-0.3
1618859581375709675,-0.3
1618859581486228531,-0.3
1618859581590907698,-0.3
1618859581695079316,-0.3
1618859581800591714,-0.3
1618859581903298124,-0.3
1618859582009878962,-0.3
1618859582110898922,-0.3
1618859582213264781,-0.3
1618859582314493497,-0.3
1618859582415694128,-0.3
1618859582519373242,-0.3
1618859582622779867,-0.3
1618859582723574872,-0.3
1618859582823771442,-0.3
1618859582924809495,-0.3
1618859583028332520,-0.3
1618859583131901917,-0.3
1618859583233633257,-0.3
1618859583335119867,-0.3
1618859583437057250,-0.3
1618859583538963354,-0.3
1618859583644042526,-0.3
1618859583745502638,-0.3
1618859583848237795,-0.3
1618859583950309061,-0.3
1618859584054980190,-0.3
1618859584158178977,-0.3
1618859584259926839,-0.3
1618859584361961700,-0.3
1618859584463991434,-0.3
1618859584568872056,-0.3
1618859584670300336,-0.3
1618859584771640830,-0.3
1618859584873439976,-0.3
1618859584975169608,-0.3
1618859585078974580,-0.3
1618859585180205617,-0.3
1618859585280851980,-0.3
1618859585384950079,-0.3
1618859585487903083,-0.3
1618859585591591267,-0.3
1618859585693293225,-0.3
1618859585794729311,-0.3
1618859585895762079,-0.3
1618859585998674459,-0.3
1618859586101457962,-0.3
1618859586205225938,-0.3
1618859586306538814,-0.3
1618859586407311106,-0.3
1618859586510202769,-0.3
1618859586613850077,-0.3
1618859586717289652,-0.3
1618859586818996211,-0.3
1618859586920719009,-0.3
1618859587022639235,-0.3
1618859587127992175,-0.3
1618859587231441229,-0.3
1618859587335581477,-0.3
1618859587436835097,-0.3
1618859587540145950,-0.3
1618859587654239553,-0.3
1618859587775106918,-0.3
1618859587878812492,-0.3
1618859587984591161,-0.3
1618859588092348864,-0.3
1618859588197270776,-0.3
1618859588299925450,-0.3
1618859588408085833,-0.3
1618859588511544775,-0.3
1618859588614819054,-0.3
1618859588717619947,-0.3
1618859588820925922,-0.3
1618859588923934894,-0.3
1618859589026558914,-0.3
1618859589129151205,-0.3
1618859589230942872,-0.3
1618859589337085320,-0.3
1618859589439052170,-0.3
1618859589542470227,-0.3
1618859589646324262,-0.3
1618859589750213969,-0.3
1618859589855178546,-0.3
1618859589958581894,-0.3
1618859590059706972,-0.3
1618859590162345400,-0.3
1618859590267928075,-0.3
1618859590371145850,-0.3
1618859590476980997,-0.3
1618859590586675984,-0.3
1618859590692143325,-0.3
1618859590795749141,-0.3
1618859590898253303,-0.3
1618859591003429151,-0.3
1618859591107009780,-0.3
1618859591209643138,-0.3
1618859591310526510,-0.3
1618859591416205095,-0.3
1618859591519352578,-0.3
1618859591623415718,-0.3
1618859591726359850,-0.3
1618859591831870262,-0.3
1618859591934368894,-0.3
1618859592036770156,-0.3
1618859592137541544,-0.3
1618859592244042325,-0.3
1618859592346352297,-0.3
1618859592448770774,-0.3
1618859592553422939,-0.3
1618859592655762207,-0.3
1618859592761669974,-0.3
1618859592864595456,-0.3
1618859592967598380,-0.3
1618859593070470842,-0.3
1618859593177704848,-0.3
1618859593277956253,-0.3
1618859593381655420,-0.3
1618859593484709334,-0.3
1618859593590000859,-0.3
1618859593694931417,-0.3
1618859593797563277,-0.3
1618859593900073500,-0.3
1618859594002813977,-0.3
1618859594110242636,-0.3
1618859594210875884,-0.3
1618859594313615524,-0.3
1618859594416675044,-0.3
1618859594522759740,-0.3
1618859594623180755,-0.3
