rosbagTimestamp,data
742824000000,-0.3
742824000000,-0.3
742924000000,-0.3
743024000000,-0.3
743124000000,-0.3
743224000000,-0.3
743324000000,-0.3
743424000000,-0.3
743524000000,-0.3
743624000000,-0.3
743724000000,-0.287227885798
743824000000,-0.28619513195
743924000000,-0.283742865548
744024000000,-0.262235211208
744126000000,-0.257939898409
744224000000,-0.245933967642
744324000000,-0.207789699547
744424000000,-0.177143937908
744524000000,-0.167048116215
744625000000,-0.149828667752
744724000000,-0.147048227489
744827000000,-0.155870323069
744924000000,-0.0632616421208
745024000000,-0.0652090674266
745124000000,-0.0367710040882
745224000000,-0.0107662137598
745324000000,-0.0323822963983
745424000000,-0.0150411156937
745524000000,0.00447798520327
745624000000,0.0294546131045
745724000000,-0.00989331956953
745824000000,-0.0110203512013
745924000000,-0.016997884959
746024000000,0.00927823875099
746124000000,0.0529312863946
746225000000,0.0176485078409
746324000000,0.060662961565
746424000000,-0.0121483048424
746525000000,0.0242543648928
746626000000,0.036294770427
746724000000,0.0781499193981
746824000000,0.0496590267867
746924000000,0.0565037485212
747024000000,0.0314416103065
747124000000,-0.00804957654327
747225000000,-0.0213189013302
747324000000,0.0290185874328
747424000000,0.0556785631925
747524000000,0.0115863401443
747625000000,0.0416331514716
747725000000,0.0296806013212
747824000000,0.0345943113789
747924000000,0.0591647606343
748024000000,0.0128447180614
748124000000,0.0323712509125
748224000000,0.101666384377
748324000000,0.0364995524287
748424000000,-0.016131083481
748524000000,0.0268272394314
748624000000,0.0248501161113
748724000000,0.0217341985554
748824000000,0.0492842905223
748924000000,0.0100272344425
749024000000,-0.00128209311515
749125000000,0.00382613111287
749224000000,-0.01972850319
749324000000,-0.0135820135474
749424000000,-0.00691660959274
749525000000,6.10779970884e-05
749624000000,-0.041759505868
749725000000,0.00512563809752
749824000000,0.0104850810021
749924000000,0.0212952662259
750024000000,0.0113201430067
750125000000,0.0405022148043
750224000000,-0.0373916402459
750324000000,-0.0167033011094
750424000000,-0.0266718063504
750524000000,-0.0366267394274
750624000000,0.0143874986097
750725000000,0.0442430451512
750825000000,0.00205734279007
750924000000,-0.0167596489191
751024000000,-0.0125910118222
751124000000,0.0299768643454
751224000000,0.0432093674317
751324000000,-0.00473784934729
751424000000,-0.0327119529247
751525000000,0.0505649168044
751624000000,-0.0137166567147
751725000000,-0.0364610990509
751824000000,0.0311880344525
751924000000,-0.0103522324935
752024000000,-0.0305496426299
752124000000,0.0260299565271
752224000000,0.0238183792681
752324000000,0.000983917154372
752424000000,0.0344420699403
752524000000,0.0236632199958
752624000000,0.00612391345203
752724000000,0.00322834029794
752824000000,0.0295055806637
752924000000,-0.0124465152621
753024000000,0.0552246086299
753124000000,0.0237378962338
753226000000,0.00638598017395
753324000000,0.0122645860538
753424000000,0.00673997122794
753524000000,0.0432475060225
753624000000,0.0125027233735
753725000000,0.0157947307453
753824000000,0.0232795095071
753926000000,0.0236960453913
754024000000,0.00481352768838
754124000000,0.00589942187071
754224000000,0.00742822512984
754324000000,0.0516995806247
754424000000,-0.0149548584595
754524000000,0.0219105696306
754627000000,0.0291448282078
754724000000,-0.0467726374045
754824000000,0.0147403217852
754925000000,-0.0389678133652
755024000000,0.0232920404524
755125000000,-0.00997117999941
755224000000,-0.00417288951576
755324000000,-0.015632671304
755424000000,0.00846217758954
755524000000,0.00135003682226
755624000000,0.0489846011624
755724000000,0.0676192697138
755827000000,0.0546979233623
755925000000,0.081444283016
756024000000,0.109373679385
756124000000,0.084299470298
756224000000,0.0910364175215
756324000000,0.105794908479
756424000000,0.148246765137
756524000000,0.148222457618
756626000000,0.151368240826
756724000000,0.17174526304
756825000000,0.13431793265
756924000000,0.240048566833
757024000000,0.261934811249
757124000000,0.236010291614
757224000000,0.180728132837
757324000000,0.268409893848
757424000000,0.298406466842
757524000000,0.289838163182
757624000000,0.294599960558
757724000000,0.301263640635
757824000000,0.259617398493
757924000000,0.29346404504
758024000000,0.285632479005
758125000000,0.318988116458
758225000000,0.269565368071
758324000000,0.246384166181
758424000000,0.234294110909
758525000000,0.279377100058
758624000000,0.277768088505
758725000000,0.25839802064
758824000000,0.338498535566
758924000000,0.28927910421
759025000000,0.285669758916
759125000000,0.342499895021
759224000000,0.300511768088
759325000000,0.296971940435
759424000000,0.328100144863
759525000000,0.287198367529
759624000000,0.406360724941
759725000000,0.363944047131
759825000000,0.313582980074
759924000000,0.318721653894
760024000000,0.318721653894
760125000000,0.318721653894
760225000000,0.318721653894
760324000000,0.403782986104
760424000000,0.403282642365
760524000000,0.360864065588
760624000000,0.306123663671
760724000000,0.349777270574
760825000000,0.308567981701
760924000000,0.276748438366
761024000000,0.347350185737
761124000000,0.347350185737
761225000000,0.347350185737
761324000000,0.347350185737
761424000000,0.357645940967
761525000000,0.324628835078
761625000000,0.361083789729
761725000000,0.408327306155
761825000000,0.352376343682
761924000000,0.371767970268
762024000000,0.420351278502
762125000000,0.420351278502
762224000000,0.420351278502
762325000000,0.420351278502
762424000000,0.301799229346
762524000000,0.616591707803
762624000000,0.5737441401
762724000000,0.506176494062
762824000000,0.417191109154
762924000000,0.37509578513
763024000000,0.354921513703
763124000000,0.313190771267
763224000000,0.379144166131
763324000000,0.32914509438
763425000000,0.32914509438
763524000000,0.32914509438
763625000000,0.32914509438
763725000000,0.32914509438
763825000000,0.32914509438
763924000000,-0.247559759766
764024000000,0.550559353549
764125000000,0.550559353549
764223000000,0.464376157615
764324000000,0.312021401012
764424000000,0.37024850864
764524000000,0.37024850864
764627000000,0.37024850864
764724000000,0.37024850864
764824000000,0.37024850864
764924000000,0.37024850864
765024000000,0.37024850864
765124000000,0.37024850864
765224000000,0.37024850864
765325000000,0.37024850864
765424000000,0.37024850864
765524000000,0.37024850864
765624000000,0.37024850864
765724000000,0.37024850864
765824000000,0.37024850864
765926000000,0.37024850864
766024000000,0.37024850864
766125000000,0.37024850864
766224000000,0.37024850864
766325000000,0.37024850864
766424000000,0.37024850864
766524000000,0.37024850864
766624000000,0.37024850864
766724000000,0.37024850864
766825000000,0.37024850864
766924000000,0.37024850864
767024000000,0.37024850864
767124000000,0.37024850864
767224000000,0.37024850864
767323000000,0.37024850864
767424000000,0.37024850864
767524000000,0.37024850864
767624000000,0.37024850864
767724000000,0.37024850864
767824000000,0.37024850864
767925000000,0.37024850864
768025000000,0.37024850864
768124000000,0.37024850864
768225000000,0.37024850864
768324000000,0.37024850864
